# Time (s),Position East of launch (ft),Position North of launch (ft),Vertical acceleration (ft/s²),Lateral acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
23.207,2470.167,-2505.86,-36.939,3.051,0.573,1.112e-7,0.008,5.844e-5,-26.268,361
23.257,2474.242,-2510.052,-37.073,2.267,0.286,1.112e-7,0.01,6.957e-5,-26.397,360.6
23.307,2478.314,-2514.242,-37.162,1.716,0.115,1.112e-7,0.012,1.028e-4,-26.527,360.2
23.357,2482.379,-2518.425,-37.218,1.322,0.016,1.112e-7,-0.012,3.183e-4,-26.657,359.8
23.407,2486.444,-2522.612,-37.244,1.07,0.115,1.112e-7,-0.011,-1.414e-6,-26.784,359.3
23.457,2490.509,-2526.791,-37.201,1.106,0.115,1.113e-7,-0.011,-2.414e-5,-26.912,358.9
23.507,2494.567,-2530.971,-37.238,0.827,0.229,1.113e-7,-0.01,-4.163e-5,-27.04,358.5
23.557,2498.629,-2535.151,-37.326,0.341,0.401,1.11e-7,-0.009,-4.348e-5,-27.168,358.1
23.607,2502.687,-2539.327,-37.343,0.144,0.458,1.111e-7,-0.007,-4.326e-5,-27.294,357.7
23.657,2506.745,-2543.507,-37.346,0.03,0.516,1.11e-7,-0.004,-4.566e-5,-27.42,357.3
23.707,2510.804,-2547.684,-37.303,0.023,0.516,1.11e-7,-0.001,-4.789e-5,-27.546,357
23.757,2514.859,-2551.864,-37.218,0.157,0.458,1.111e-7,9.549e-4,-4.658e-5,-27.672,356.6
23.807,2518.917,-2556.04,-37.11,0.394,0.344,1.114e-7,0.003,-4.566e-5,-27.796,356.2
23.857,2522.976,-2560.217,-36.946,0.837,0.172,1.115e-7,0.004,-4.173e-5,-27.92,355.8
23.907,2527.031,-2564.393,-36.811,1.184,0.056,1.116e-7,0.005,-2.211e-5,-28.044,355.4
23.957,2531.086,-2568.566,-36.706,1.407,0.036,1.116e-7,-0.005,8.884e-5,-28.169,355
24.007,2535.135,-2572.736,-36.585,1.719,0.172,1.116e-7,-0.005,6.124e-5,-28.291,354.6
24.057,2539.183,-2576.906,-36.421,2.211,0.344,1.116e-7,-0.003,5.828e-5,-28.413,354.2
24.107,2543.228,-2581.07,-36.306,2.51,0.458,1.116e-7,-0.001,5.763e-5,-28.536,353.9
24.157,2547.267,-2585.23,-36.24,2.612,0.516,1.119e-7,0.001,5.798e-5,-28.656,353.5
24.207,2551.302,-2589.383,-36.22,2.526,0.516,1.119e-7,0.004,5.787e-5,-28.779,353.1
24.257,2555.331,-2593.533,-36.243,2.28,0.401,1.12e-7,0.006,5.704e-5,-28.899,352.8
24.307,2559.357,-2597.68,-36.276,1.991,0.286,1.118e-7,0.007,6.08e-5,-29.02,352.4
24.357,2563.379,-2601.824,-36.302,1.749,0.229,1.118e-7,0.008,6.201e-5,-29.139,352.1
24.407,2567.398,-2605.965,-36.286,1.686,0.172,1.119e-7,0.009,5.446e-5,-29.258,351.7
24.457,2571.417,-2610.102,-36.365,1.247,0.003,1.118e-7,-0.01,1.592e-4,-29.378,351.4
24.507,2575.43,-2614.239,-36.47,0.732,0.229,1.118e-7,-0.009,-4.493e-5,-29.495,351
24.557,2579.442,-2618.373,-36.48,0.584,0.286,1.118e-7,-0.008,-4.962e-5,-29.614,350.6
24.607,2583.455,-2622.507,-36.444,0.594,0.286,1.118e-7,-0.007,-5.704e-5,-29.731,350.3
24.657,2587.467,-2626.637,-36.398,0.643,0.286,1.117e-7,-0.006,-6.24e-5,-29.848,349.9
24.707,2591.476,-2630.768,-36.365,0.643,0.286,1.116e-7,-0.004,-6.435e-5,-29.965,349.6
24.757,2595.482,-2634.898,-36.362,0.528,0.286,1.116e-7,-0.003,-6.333e-5,-30.08,349.3
24.807,2599.491,-2639.026,-36.299,0.623,0.286,1.116e-7,-0.002,-6.31e-5,-30.197,348.9
24.857,2603.497,-2643.156,-36.217,0.784,0.172,1.115e-7,-9.549e-4,-6.417e-5,-30.312,348.6
24.907,2607.503,-2647.28,-36.201,0.712,0.229,1.116e-7,-4.116e-5,-6.377e-5,-30.426,348.2
24.957,2611.506,-2651.407,-36.148,0.764,0.229,1.115e-7,7.958e-4,-6.419e-5,-30.541,347.9
25.007,2615.509,-2655.531,-36.07,0.909,0.115,1.115e-7,0.002,-6.618e-5,-30.654,347.5
25.057,2619.508,-2659.652,-35.978,1.102,0.041,1.115e-7,0.002,-7.679e-5,-30.768,347.2
25.107,2623.507,-2663.773,-35.912,1.201,0.01,1.115e-7,-0.002,-1.081e-5,-30.881,346.9
25.157,2627.503,-2667.89,-35.899,1.115,0.024,1.115e-7,0.002,-1.079e-4,-30.993,346.5
25.207,2631.496,-2672.008,-35.837,1.198,0.021,1.115e-7,-0.002,-1.074e-6,-31.106,346.2
25.257,2635.489,-2676.122,-35.794,1.217,0.036,1.115e-7,-0.002,2.198e-5,-31.218,345.9
25.307,2639.478,-2680.236,-35.686,1.49,0.172,1.116e-7,-0.001,5.039e-5,-31.328,345.5
25.357,2643.465,-2684.344,-35.61,1.634,0.229,1.116e-7,-6.366e-4,5.322e-5,-31.439,345.2
25.407,2647.451,-2688.451,-35.486,1.972,0.401,1.114e-7,6.366e-4,5.293e-5,-31.549,344.9
25.457,2651.43,-2692.556,-35.43,2.051,0.458,1.114e-7,0.002,5.074e-5,-31.659,344.5
25.507,2655.407,-2696.657,-35.384,2.1,0.516,1.113e-7,0.004,5.032e-5,-31.769,344.2
25.557,2659.38,-2700.751,-35.41,1.877,0.401,1.113e-7,0.006,4.896e-5,-31.877,343.9
25.607,2663.35,-2704.846,-35.394,1.831,0.344,1.112e-7,0.007,4.73e-5,-31.986,343.6
25.657,2667.316,-2708.934,-35.427,1.594,0.229,1.113e-7,0.008,4.159e-5,-32.094,343.3
25.707,2671.283,-2713.022,-35.446,1.414,0.172,1.113e-7,0.009,2.959e-5,-32.201,342.9
25.757,2675.243,-2717.106,-35.427,1.388,0.172,1.114e-7,0.01,2.198e-5,-32.309,342.6
25.807,2679.203,-2721.188,-35.466,1.145,0.025,1.114e-7,0.01,-1.592e-4,-32.415,342.3
25.857,2683.159,-2725.269,-35.476,1.024,0.04,1.114e-7,-0.01,-1.592e-4,-32.521,342
25.907,2687.113,-2729.347,-35.577,0.584,0.286,1.113e-7,-0.009,-8.403e-5,-32.627,341.7
25.957,2691.066,-2733.425,-35.643,0.279,0.458,1.115e-7,-0.008,-7.555e-5,-32.733,341.3
26.007,2695.02,-2737.5,-35.6,0.335,0.401,1.116e-7,-0.007,-7.574e-5,-32.838,341
26.057,2698.973,-2741.578,-35.656,0.066,0.573,1.116e-7,-0.005,-7.34e-5,-32.942,340.7
26.107,2702.927,-2745.653,-35.574,0.233,0.458,1.115e-7,-0.003,-7.366e-5,-33.047,340.4
26.157,2706.877,-2749.731,-35.499,0.374,0.401,1.114e-7,-0.002,-7.214e-5,-33.149,340.1
26.207,2710.83,-2753.806,-35.404,0.584,0.286,1.115e-7,-4.775e-4,-7.265e-5,-33.252,339.8
26.257,2714.78,-2757.881,-35.335,0.702,0.229,1.115e-7,3.183e-4,-7.119e-5,-33.356,339.5
26.307,2718.727,-2761.952,-35.292,0.738,0.172,1.114e-7,9.549e-4,-7.202e-5,-33.457,339.2
26.357,2722.677,-2766.024,-35.213,0.886,0.115,1.114e-7,0.001,-7.48e-5,-33.56,338.9
26.407,2726.621,-2770.095,-35.115,1.102,0.037,1.114e-7,-0.001,5.835e-5,-33.66,338.6
26.457,2730.568,-2774.163,-35.026,1.296,0.172,1.114e-7,-0.001,6.726e-5,-33.761,338.3
26.507,2734.508,-2778.228,-34.957,1.417,0.229,1.113e-7,-4.775e-4,6.807e-5,-33.862,338
26.557,2738.448,-2782.293,-34.895,1.526,0.286,1.113e-7,3.183e-4,6.799e-5,-33.963,337.7
26.607,2742.382,-2786.355,-34.849,1.575,0.344,1.113e-7,0.001,6.648e-5,-34.062,337.4
26.657,2746.316,-2790.413,-34.813,1.598,0.344,1.112e-7,0.002,6.61e-5,-34.161,337.1
26.707,2750.249,-2794.469,-34.836,1.427,0.286,1.112e-7,0.003,6.481e-5,-34.26,336.8
26.757,2754.177,-2798.52,-34.852,1.276,0.172,1.112e-7,0.004,6.484e-5,-34.357,336.5
26.807,2758.1,-2802.572,-34.797,1.371,0.229,1.112e-7,0.005,6.363e-5,-34.456,336.2
26.857,2762.024,-2806.621,-34.816,1.22,0.172,1.112e-7,0.005,5.835e-5,-34.553,335.9
26.907,2765.948,-2810.666,-34.81,1.148,0.115,1.112e-7,0.006,5.029e-5,-34.65,335.6
26.957,2769.865,-2814.711,-34.862,0.889,0.052,1.112e-7,-0.006,-1.093e-4,-34.746,335.3
27.007,2773.783,-2818.753,-34.879,0.761,0.115,1.112e-7,-0.006,-8.693e-5,-34.843,335.1
27.057,2777.7,-2822.795,-34.869,0.705,0.172,1.112e-7,-0.005,-8.598e-5,-34.938,334.8
27.107,2781.614,-2826.834,-34.76,0.965,0.004,1.112e-7,0.005,-7.958e-4,-35.034,334.5
27.157,2785.528,-2830.873,-34.724,1.004,0.033,1.112e-7,0.005,-4.738e-5,-35.127,334.2
27.207,2789.439,-2834.911,-34.705,0.974,0.017,1.112e-7,0.005,-1.592e-4,-35.223,333.9
27.257,2793.35,-2838.947,-34.646,1.086,0.115,1.112e-7,0.005,2.734e-5,-35.316,333.6
27.307,2797.257,-2842.979,-34.58,1.207,0.172,1.112e-7,0.005,4.935e-5,-35.41,333.4
27.357,2801.161,-2847.011,-34.573,1.148,0.172,1.112e-7,0.006,4.439e-5,-35.502,333.1
27.407,2805.066,-2851.04,-34.59,1.027,0.057,1.112e-7,0.006,5.362e-6,-35.595,332.8
27.457,2808.967,-2855.066,-34.564,1.03,0.057,1.112e-7,0.006,2.042e-5,-35.687,332.5
27.507,2812.867,-2859.094,-34.551,0.994,0.045,1.112e-7,0.007,4.749e-6,-35.779,332.3
27.557,2816.765,-2863.117,-34.6,0.774,0.115,1.112e-7,-0.006,-1.102e-4,-35.871,332
27.607,2820.659,-2867.139,-34.514,0.958,0.023,1.112e-7,0.006,1.092e-5,-35.961,331.7
27.657,2824.557,-2871.161,-34.462,1.037,0.057,1.112e-7,0.006,7.714e-5,-36.051,331.5
27.707,2828.448,-2875.18,-34.386,1.198,0.229,1.112e-7,0.007,8.715e-5,-36.141,331.2
27.757,2832.339,-2879.196,-34.416,1.04,0.115,1.113e-7,0.007,9.621e-5,-36.231,330.9
27.807,2836.227,-2883.212,-34.4,1.017,0.057,1.113e-7,0.007,1.067e-4,-36.321,330.7
27.857,2840.115,-2887.224,-34.416,0.902,0.01,1.113e-7,-0.007,1.278e-4,-36.409,330.4
27.907,2844.003,-2891.237,-34.478,0.659,0.172,1.113e-7,-0.007,-7.296e-5,-36.497,330.1
27.957,2847.884,-2895.249,-34.465,0.633,0.229,1.113e-7,-0.007,-7.361e-5,-36.585,329.9
28.007,2851.768,-2899.259,-34.531,0.384,0.401,1.113e-7,-0.006,-7.729e-5,-36.672,329.6
28.057,2855.65,-2903.268,-34.554,0.256,0.516,1.112e-7,-0.005,-7.951e-5,-36.758,329.4
28.107,2859.534,-2907.277,-34.511,0.312,0.458,1.112e-7,-0.004,-8.066e-5,-36.846,329.1
28.157,2863.415,-2911.283,-34.4,0.551,0.286,1.112e-7,-0.003,-8.033e-5,-36.931,328.9
28.207,2867.293,-2915.292,-34.413,0.449,0.344,1.111e-7,-0.002,-8.101e-5,-37.017,328.6
28.257,2871.175,-2919.298,-34.452,0.269,0.516,1.111e-7,-0.001,-8.107e-5,-37.102,328.4
28.307,2875.052,-2923.304,-34.446,0.22,0.516,1.111e-7,-6.357e-5,-8.087e-5,-37.187,328.1
28.357,2878.93,-2927.31,-34.446,0.148,0.573,1.111e-7,0.001,-8.085e-5,-37.271,327.9
28.407,2882.808,-2931.316,-34.36,0.308,0.458,1.112e-7,0.002,-8.141e-5,-37.356,327.7
28.457,2886.686,-2935.318,-34.285,0.44,0.344,1.111e-7,0.003,-7.947e-5,-37.439,327.4
28.507,2890.564,-2939.324,-34.18,0.656,0.172,1.111e-7,0.004,-6.903e-5,-37.521,327.2
28.557,2894.439,-2943.327,-34.081,0.86,0.04,1.111e-7,-0.004,1.592e-4,-37.604,327
28.607,2898.314,-2947.326,-33.993,1.037,0.229,1.111e-7,-0.004,1.061e-4,-37.687,326.7
28.657,2902.185,-2951.329,-33.878,1.289,0.458,1.111e-7,-0.003,9.931e-5,-37.768,326.5
28.707,2906.056,-2955.325,-33.809,1.417,0.573,1.111e-7,-0.002,9.788e-5,-37.849,326.3
28.757,2909.925,-2959.321,-33.684,1.709,0.859,1.112e-7,-4.775e-4,9.707e-5,-37.93,326
28.807,2913.789,-2963.31,-33.675,1.677,0.802,1.112e-7,0.001,9.724e-5,-38.011,325.8
28.857,2917.651,-2967.3,-33.665,1.634,0.802,1.112e-7,0.003,9.809e-5,-38.092,325.6
28.907,2921.509,-2971.286,-33.652,1.608,0.802,1.112e-7,0.004,9.936e-5,-38.171,325.4
28.957,2925.364,-2975.269,-33.615,1.647,0.859,1.112e-7,0.006,9.955e-5,-38.25,325.1
29.007,2929.216,-2979.252,-33.593,1.65,0.859,1.112e-7,0.008,9.933e-5,-38.33,324.9
29.057,2933.068,-2983.228,-33.648,1.427,0.63,1.113e-7,0.009,9.844e-5,-38.407,324.7
29.107,2936.913,-2987.205,-33.642,1.391,0.63,1.113e-7,0.01,9.837e-5,-38.484,324.5
29.157,2940.758,-2991.178,-33.671,1.253,0.516,1.113e-7,0.011,9.771e-5,-38.564,324.3
29.207,2944.6,-2995.148,-33.734,1.02,0.286,1.112e-7,0.012,9.304e-5,-38.639,324
29.257,2948.442,-2999.114,-33.714,1.027,0.286,1.112e-7,0.012,9.589e-5,-38.717,323.8
29.307,2952.28,-3003.084,-33.763,0.853,0.115,1.112e-7,0.013,8.259e-5,-38.792,323.6
29.357,2956.119,-3007.047,-33.743,0.86,0.115,1.112e-7,0.013,9.213e-5,-38.868,323.4
29.407,2959.954,-3011.014,-33.776,0.728,0.022,1.112e-7,-0.013,-1.592e-4,-38.943,323.2
29.457,2963.786,-3014.974,-33.753,0.745,0.004,1.112e-7,-0.013,-3.183e-4,-39.019,323
29.507,2967.621,-3018.937,-33.74,0.738,0.014,1.112e-7,-0.013,-1.468e-4,-39.093,322.8
29.557,2971.453,-3022.897,-33.76,0.65,0.115,1.112e-7,-0.013,-1.15e-4,-39.168,322.5
29.607,2975.282,-3026.857,-33.74,0.65,0.115,1.112e-7,-0.013,-1.144e-4,-39.242,322.3
29.657,2979.111,-3030.814,-33.776,0.528,0.229,1.112e-7,-0.012,-1.137e-4,-39.314,322.1
29.707,2982.94,-3034.77,-33.839,0.338,0.458,1.112e-7,-0.012,-1.141e-4,-39.388,321.9
29.757,2986.768,-3038.727,-33.904,0.144,0.688,1.112e-7,-0.011,-1.146e-4,-39.46,321.7
29.807,2990.597,-3042.684,-33.871,0.194,0.63,1.112e-7,-0.01,-1.168e-4,-39.532,321.5
29.857,2994.423,-3046.64,-33.878,0.135,0.688,1.112e-7,-0.009,-1.172e-4,-39.604,321.3
29.907,2998.251,-3050.594,-33.829,0.21,0.63,1.111e-7,-0.008,-1.187e-4,-39.674,321.1
29.957,3002.077,-3054.551,-33.802,0.23,0.63,1.111e-7,-0.007,-1.197e-4,-39.746,320.9
30.007,3005.902,-3058.504,-33.789,0.223,0.63,1.111e-7,-0.006,-1.21e-4,-39.816,320.7
30.057,3009.728,-3062.461,-33.757,0.249,0.573,1.111e-7,-0.005,-1.22e-4,-39.885,320.5
30.107,3013.553,-3066.414,-33.698,0.348,0.458,1.111e-7,-0.004,-1.234e-4,-39.955,320.3
30.157,3017.379,-3070.367,-33.593,0.535,0.229,1.111e-7,-0.003,-1.301e-4,-40.023,320.1
30.207,3021.201,-3074.321,-33.553,0.584,0.172,1.111e-7,-0.003,-1.369e-4,-40.092,319.9
30.257,3025.023,-3078.271,-33.53,0.591,0.172,1.111e-7,-0.003,-1.405e-4,-40.16,319.7
30.307,3028.845,-3082.221,-33.56,0.479,0.286,1.111e-7,-0.003,-1.335e-4,-40.229,319.5
30.357,3032.664,-3086.171,-33.556,0.436,0.344,1.111e-7,-0.002,-1.329e-4,-40.295,319.4
30.407,3036.486,-3090.121,-33.504,0.509,0.229,1.111e-7,-0.002,-1.363e-4,-40.364,319.2
30.457,3040.305,-3094.068,-33.428,0.633,0.057,1.111e-7,-0.001,-1.592e-4,-40.43,319
30.507,3044.121,-3098.015,-33.36,0.748,0.115,1.111e-7,0.001,1.126e-4,-40.495,318.8
30.557,3047.94,-3101.962,-33.314,0.807,0.229,1.111e-7,0.002,1.217e-4,-40.562,318.6
30.607,3051.752,-3105.906,-33.294,0.804,0.229,1.111e-7,0.002,1.224e-4,-40.626,318.4
30.657,3055.568,-3109.849,-33.232,0.906,0.344,1.111e-7,0.002,1.285e-4,-40.691,318.2
30.707,3059.377,-3113.793,-33.205,0.922,0.401,1.111e-7,0.003,1.292e-4,-40.756,318.1
30.757,3063.189,-3117.73,-33.136,1.033,0.573,1.111e-7,0.004,1.326e-4,-40.819,317.9
30.807,3066.998,-3121.67,-33.041,1.207,0.802,1.111e-7,0.004,1.36e-4,-40.884,317.7
30.857,3070.804,-3125.604,-32.923,1.444,1.146,1.111e-7,0.006,1.385e-4,-40.947,317.5
30.907,3074.606,-3129.537,-32.904,1.44,1.146,1.111e-7,0.007,1.386e-4,-41.01,317.3
30.957,3078.409,-3133.468,-32.9,1.407,1.146,1.111e-7,0.009,1.385e-4,-41.071,317.2
31.007,3082.205,-3137.398,-32.904,1.358,1.089,1.111e-7,0.01,1.383e-4,-41.134,317
31.057,3086.001,-3141.322,-32.923,1.273,0.974,1.111e-7,0.011,1.371e-4,-41.195,316.8
31.107,3089.797,-3145.246,-32.972,1.132,0.802,1.111e-7,0.012,1.336e-4,-41.256,316.6
31.157,3093.586,-3149.17,-33.002,1.03,0.63,1.111e-7,0.013,1.298e-4,-41.316,316.5
31.207,3097.379,-3153.091,-32.94,1.125,0.802,1.111e-7,0.014,1.367e-4,-41.377,316.3
31.257,3101.165,-3157.008,-32.976,1.017,0.63,1.111e-7,0.015,1.32e-4,-41.436,316.1
31.307,3104.951,-3160.922,-32.995,0.945,0.573,1.111e-7,0.016,1.274e-4,-41.496,316
31.357,3108.737,-3164.839,-32.972,0.961,0.573,1.111e-7,0.016,1.311e-4,-41.555,315.8
31.407,3112.52,-3168.75,-32.999,0.879,0.458,1.111e-7,0.017,1.231e-4,-41.613,315.6
31.457,3116.299,-3172.664,-33.068,0.715,0.172,1.111e-7,0.017,5.922e-5,-41.672,315.5
31.507,3120.079,-3176.572,-33.156,0.512,0.172,1.111e-7,-0.017,-3.183e-4,-41.73,315.3
31.557,3123.858,-3180.482,-33.163,0.476,0.229,1.111e-7,-0.017,-3.183e-4,-41.787,315.1
31.607,3127.638,-3184.39,-33.182,0.42,0.344,1.111e-7,-0.017,-1.592e-4,-41.843,315
31.657,3131.414,-3188.297,-33.166,0.433,0.344,1.111e-7,-0.016,-1.592e-4,-41.901,314.8
31.707,3135.19,-3192.205,-33.153,0.436,0.344,1.111e-7,-0.016,-1.592e-4,-41.957,314.7
31.757,3138.967,-3196.112,-33.176,0.371,0.458,1.111e-7,-0.015,-1.592e-4,-42.012,314.5
31.807,3142.74,-3200.016,-33.215,0.279,0.63,1.111e-7,-0.015,-1.592e-4,-42.068,314.3
31.857,3146.516,-3203.921,-33.199,0.289,0.63,1.111e-7,-0.014,-1.592e-4,-42.122,314.2
31.907,3150.289,-3207.828,-33.212,0.246,0.688,1.111e-7,-0.014,-1.592e-4,-42.176,314
31.957,3154.062,-3211.732,-33.199,0.246,0.688,1.111e-7,-0.013,-1.592e-4,-42.23,313.9
32.007,3157.835,-3215.633,-33.212,0.2,0.802,1.111e-7,-0.012,-1.592e-4,-42.284,313.7
32.057,3161.608,-3219.537,-33.232,0.148,0.917,1.111e-7,-0.011,-1.592e-4,-42.338,313.6
32.107,3165.381,-3223.442,-33.235,0.121,0.974,1.111e-7,-0.01,-1.592e-4,-42.39,313.4
32.157,3169.154,-3227.346,-33.225,0.115,0.974,1.111e-7,-0.01,-1.592e-4,-42.443,313.3
32.207,3172.927,-3231.247,-33.235,0.079,1.031,1.111e-7,-0.009,-1.592e-4,-42.495,313.1
32.257,3176.696,-3235.151,-33.235,0.052,1.089,1.111e-7,-0.007,-1.592e-4,-42.545,313
32.307,3180.469,-3239.052,-33.192,0.102,1.031,1.111e-7,-0.007,-1.592e-4,-42.597,312.8
32.357,3184.242,-3242.956,-33.173,0.108,1.031,1.111e-7,-0.006,-1.592e-4,-42.648,312.7
32.407,3188.012,-3246.857,-33.114,0.18,0.859,1.111e-7,-0.005,-1.592e-4,-42.698,312.6
32.457,3191.781,-3250.758,-33.009,0.325,0.516,1.111e-7,-0.004,-1.592e-4,-42.749,312.4
32.507,3195.554,-3254.659,-32.982,0.341,0.458,1.111e-7,-0.004,-1.592e-4,-42.797,312.3
32.557,3199.324,-3258.56,-32.966,0.341,0.458,1.111e-7,-0.003,-1.592e-4,-42.846,312.1
32.607,3203.094,-3262.461,-32.894,0.43,0.229,1.111e-7,-0.003,-3.183e-4,-42.894,312
32.657,3206.86,-3266.362,-32.805,0.558,0.057,1.111e-7,0.003,6.918e-5,-42.943,311.9
32.707,3210.627,-3270.259,-32.776,0.574,0.115,1.111e-7,0.003,1.321e-4,-42.99,311.7
32.757,3214.393,-3274.157,-32.733,0.62,0.286,1.111e-7,0.003,1.592e-4,-43.038,311.6
32.807,3218.159,-3278.054,-32.69,0.663,0.401,1.111e-7,0.004,1.592e-4,-43.085,311.5
32.857,3221.923,-3281.949,-32.579,0.823,0.802,1.111e-7,0.004,1.592e-4,-43.132,311.3
32.907,3225.686,-3285.843,-32.556,0.837,0.859,1.111e-7,0.005,1.592e-4,-43.177,311.2
32.957,3229.449,-3289.734,-32.536,0.843,0.917,1.111e-7,0.005,1.592e-4,-43.224,311.1
33.007,3233.209,-3293.625,-32.503,0.873,0.974,1.111e-7,0.006,1.592e-4,-43.269,310.9
33.057,3236.965,-3297.516,-32.428,0.971,1.261,1.111e-7,0.007,1.592e-4,-43.314,310.8
33.107,3240.722,-3301.401,-32.421,0.958,1.261,1.111e-7,0.008,1.592e-4,-43.359,310.7
33.157,3244.475,-3305.289,-32.385,0.991,1.375,1.111e-7,0.009,1.592e-4,-43.402,310.6
33.207,3248.228,-3309.173,-32.405,0.935,1.261,1.111e-7,0.01,1.592e-4,-43.445,310.4
33.257,3251.982,-3313.054,-32.343,1.014,1.49,1.111e-7,0.011,1.592e-4,-43.488,310.3
33.307,3255.728,-3316.936,-32.323,1.02,1.547,1.111e-7,0.012,1.592e-4,-43.532,310.2
33.357,3259.478,-3320.814,-32.32,1.004,1.547,1.111e-7,0.013,1.592e-4,-43.575,310.1
33.407,3263.222,-3324.692,-32.326,0.965,1.49,1.111e-7,0.014,1.592e-4,-43.616,310
33.457,3266.969,-3328.57,-32.313,0.965,1.49,1.111e-7,0.015,1.592e-4,-43.658,309.8
33.507,3270.709,-3332.441,-32.257,1.03,1.719,1.111e-7,0.016,1.592e-4,-43.699,309.7
33.557,3274.449,-3336.312,-32.178,1.132,2.005,1.111e-7,0.017,1.592e-4,-43.74,309.6
33.607,3278.189,-3340.184,-32.228,1.033,1.776,1.111e-7,0.018,1.592e-4,-43.78,309.5
33.657,3281.926,-3344.052,-32.185,1.076,1.891,1.111e-7,0.019,1.592e-4,-43.821,309.4
33.707,3285.659,-3347.92,-32.165,1.083,1.948,1.111e-7,0.021,1.592e-4,-43.861,309.3
33.757,3289.393,-3351.785,-32.169,1.056,1.891,1.111e-7,0.022,1.592e-4,-43.899,309.2
33.807,3293.123,-3355.646,-32.156,1.053,1.891,1.111e-7,0.023,1.592e-4,-43.938,309.1
33.857,3296.854,-3359.508,-32.152,1.037,1.891,1.111e-7,0.024,1.592e-4,-43.976,308.9
33.907,3300.581,-3363.366,-32.247,0.886,1.49,1.111e-7,0.025,1.592e-4,-44.014,308.8
33.957,3304.304,-3367.224,-32.316,0.768,1.146,1.111e-7,0.026,1.592e-4,-44.052,308.7
34.007,3308.031,-3371.079,-32.362,0.689,0.917,1.111e-7,0.026,1.284e-4,-44.09,308.6
34.057,3311.752,-3374.934,-32.362,0.679,0.859,1.111e-7,0.027,1.295e-4,-44.126,308.5
34.107,3315.476,-3378.789,-32.428,0.581,0.516,1.111e-7,0.027,-7.031e-6,-44.162,308.4
34.157,3319.196,-3382.641,-32.51,0.463,0.115,1.111e-7,0.027,-0.002,-44.198,308.3
34.207,3322.917,-3386.493,-32.562,0.381,0.229,1.111e-7,-0.027,-0.001,-44.234,308.2
34.257,3326.634,-3390.344,-32.654,0.262,0.688,1.111e-7,-0.027,-6.366e-4,-44.27,308.1
34.307,3330.354,-3394.196,-32.759,0.131,1.261,1.111e-7,-0.026,-4.775e-4,-44.304,308
34.357,3334.072,-3398.045,-32.799,0.079,1.49,1.111e-7,-0.026,-4.775e-4,-44.338,307.9
34.407,3337.792,-3401.896,-32.779,0.102,1.432,1.111e-7,-0.025,-4.775e-4,-44.372,307.8
34.457,3341.509,-3405.745,-32.802,0.069,1.547,1.111e-7,-0.024,-4.775e-4,-44.406,307.7
34.507,3345.226,-3409.596,-32.782,0.085,1.49,1.111e-7,-0.023,-4.775e-4,-44.439,307.6
34.557,3348.944,-3413.445,-32.785,0.075,1.604,1.111e-7,-0.022,-4.775e-4,-44.471,307.5
34.607,3352.664,-3417.297,-32.749,0.112,1.432,1.111e-7,-0.022,-4.775e-4,-44.504,307.5
34.657,3356.381,-3421.145,-32.69,0.167,1.203,1.111e-7,-0.021,-4.775e-4,-44.536,307.4
34.707,3360.098,-3424.993,-32.651,0.2,1.031,1.111e-7,-0.021,-4.775e-4,-44.567,307.3
34.757,3363.816,-3428.845,-32.635,0.21,1.031,1.111e-7,-0.02,-4.775e-4,-44.597,307.2
34.807,3367.533,-3432.694,-32.654,0.18,1.203,1.111e-7,-0.019,-4.775e-4,-44.628,307.1
34.857,3371.247,-3436.542,-32.651,0.177,1.203,1.111e-7,-0.019,-4.775e-4,-44.658,307
34.907,3374.964,-3440.387,-32.644,0.174,1.203,1.111e-7,-0.018,-4.775e-4,-44.689,306.9
34.957,3378.681,-3444.236,-32.638,0.171,1.261,1.111e-7,-0.018,-4.775e-4,-44.718,306.8
35.007,3382.395,-3448.084,-32.605,0.194,1.146,1.111e-7,-0.017,-4.775e-4,-44.747,306.8
35.057,3386.109,-3451.932,-32.556,0.233,0.917,1.111e-7,-0.017,-6.366e-4,-44.775,306.7
35.107,3389.826,-3455.778,-32.523,0.256,0.802,1.111e-7,-0.016,-6.366e-4,-44.804,306.6
35.157,3393.54,-3459.623,-32.52,0.246,0.802,1.111e-7,-0.016,-6.366e-4,-44.831,306.5
35.207,3397.254,-3463.468,-32.467,0.289,0.573,1.111e-7,-0.016,-6.366e-4,-44.858,306.5
35.257,3400.965,-3467.313,-32.418,0.325,0.344,1.111e-7,-0.016,-9.549e-4,-44.885,306.4
35.307,3404.678,-3471.158,-32.415,0.315,0.344,1.111e-7,-0.015,-9.549e-4,-44.912,306.3
35.357,3408.389,-3475.003,-32.434,0.282,0.573,1.111e-7,-0.015,-7.958e-4,-44.937,306.2
35.407,3412.103,-3478.848,-32.421,0.282,0.516,1.111e-7,-0.015,-7.958e-4,-44.964,306.2
35.457,3415.814,-3482.69,-32.359,0.331,0.172,1.111e-7,-0.015,-0.002,-44.99,306.1
35.507,3419.524,-3486.532,-32.323,0.354,0.02,1.111e-7,0.01,-0.011,-45.015,306
35.557,3423.235,-3490.374,-32.287,0.374,0.172,1.111e-7,0.015,-7.958e-4,-45.038,306
